0,0.112099,0
0,0.114536,0
0,0.116973,0
0,0.11941,0
0,0.121847,0
0,0.124284,0
0,0.126721,0
0,0.129158,0
0,0.131595,0
0,0.134032,0
0,0.136469,0
0,0.138906,0
0,0.141343,0
0,0.14378,0
0,0.146216,0
0,0.148653,0
0,0.15109,0
0,0.153527,0
0,0.155964,0
0,0.158401,0
0,0.160838,0
0,0.163275,0
0,0.165712,0
0,0.168149,0
0,0.170586,0
0,0.173023,0
0,0.17546,0
0,0.177897,0
0,0.180334,0
0,0.182771,0
0,0.185208,0
0,0.187644,0
0,0.190081,0
0,0.192518,0
0,0.194955,0
0,0.197392,0
0,0.199829,0
0,0.202266,0
0,0.204703,0
0,0.20714,0
0,0.209577,0
0,0.212014,0
0,0.214451,0
0,0.216888,0
0,0.219325,0
0,0.221762,0
0,0.224199,0
0,0.226636,0
0,0.229072,0
0,0.231509,0
0,0.233946,0
0,0.236383,0
0,0.23882,0
0,0.241257,0
0,0.243694,0
0,0.246131,0
0,0.248568,0
0,0.251005,0
0,0.253442,0
0,0.255879,0
0,0.258316,0
0,0.260753,0
0,0.26319,0
0,0.265627,0
0,0.268064,0
0,0.270501,0
0,0.272937,0
0,0.275374,0
0,0.277811,0
0,0.280248,0
0,0.282685,0
0,0.285122,0
0,0.287559,0
0,0.289996,0
0,0.292433,0
0,0.29487,0
0,0.297307,0
0,0.299744,0
0,0.302181,0
0,0.304618,0
0,0.307055,0
0,0.309492,0
0,0.311929,0
0,0.314365,0
0,0.316802,0
0,0.319239,0
0,0.321676,0
0,0.324113,0
0,0.32655,0
0,0.328987,0
0,0.331424,0
0,0.333861,0
0,0.336298,0
0,0.338735,0
0,0.341172,0
0,0.343609,0
0,0.346046,0
0,0.349649,0
0,0.347212,0
0,0.344775,0
0,0.342339,0
0,0.339902,0
0,0.337465,0
0,0.335028,0
0,0.332591,0
0,0.330154,0
0,0.327717,0
0,0.32528,0
0,0.322843,0
0,0.320406,0
0,0.317969,0
0,0.315532,0
0,0.313095,0
0,0.310658,0
0,0.308221,0
0,0.305784,0
0,0.303347,0
0,0.300911,0
0,0.298474,0
0,0.296037,0
0,0.2936,0
0,0.291163,0
0,0.288726,0
0,0.286289,0
0,0.283852,0
0,0.281415,0
0,0.278978,0
0,0.276541,0
0,0.274104,0
0,0.271667,0
0,0.26923,0
0,0.266793,0
0,0.264356,0
0,0.261919,0
0,0.259483,0
0,0.257046,0
0,0.254609,0
0,0.252172,0
0,0.249735,0
0,0.247298,0
0,0.244861,0
0,0.242424,0
0,0.239987,0
0,0.23755,0
0,0.235113,0
0,0.232676,0
0,0.230239,0
0,0.227802,0
0,0.225365,0
0,0.222928,0
0,0.220491,0
0,0.218055,0
0,0.215618,0
0,0.213181,0
0,0.210744,0
0,0.208307,0
0,0.20587,0
0,0.203433,0
0,0.200996,0
0,0.198559,0
0,0.196122,0
0,0.193685,0
0,0.191248,0
0,0.188811,0
0,0.186374,0
0,0.183937,0
0,0.1815,0
0,0.179063,0
0,0.176627,0
0,0.17419,0
0,0.171753,0
0,0.169316,0
0,0.166879,0
0,0.164442,0
0,0.162005,0
0,0.159568,0
0,0.157131,0
0,0.154694,0
0,0.152257,0
0,0.14982,0
0,0.147383,0
0,0.144946,0
0,0.142509,0
0,0.140072,0
0,0.137635,0
0,0.135199,0
0,0.132762,0
0,0.130325,0
0,0.127888,0
0,0.125451,0
0,0.123014,0
0,0.120577,0
0,0.11814,0
0,0.115703,0
0,0.113266,0
0,0.110829,0
0,0.108392,0
0,0.105955,0
0,0.103518,0
0,0.101081,0
0,0.0986444,0
0,0.0962075,0
0,0.0937705,0
0,0.0913336,0
0,0.0888966,0
0,0.0864597,0
0,0.0840228,0
0,0.0815858,0
0,0.0791489,0
0,0.0767119,0
0,0.074275,0
0,0.071838,0
0,0.0694011,0
0,0.0669642,0
0,0.0645272,0
0,0.0620903,0
0,0.0596533,0
0,0.0572164,0
0,0.0547795,0
0,0.0523425,0
0,0.0499056,0
0,0.0474686,0
0,0.0450317,0
0,0.0425948,0
0,0.0401578,0
0,0.0377209,0
0,0.0352839,0
0,0.032847,0
0,0.03041,0
0,0.0279731,0
0,0.0255362,0
0,0.0230992,0
0,0.0206623,0
0,0.0182253,0
0,0.0157884,0
0,0.0133515,0
0,0.0109145,0
0,0.00847757,0
0,0.00604063,0
0,0.00360369,0
0,0.00116675,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
